station_name,station_number,lat,lon,elev_m,utc_offset,koeppen,climate_region,tract_geoid10,urbanicity,cbsa_code,cbsa_name,lsad10
MN_ORR,726544,48.016,-92.856,399,-6,Dfb,Cold & Very Cold,27137015500,rural,20260,"Duluth, MN-WI Metro Area",M1
MN_ORTONVILLE,727515,45.306,-96.424,335,-6,Dfb,Cold & Very Cold,27011950300,rural,,,
MN_OWATONNA(AWOS),726568,44.123,-93.261,349,-6,Dfa,Cold & Very Cold,27147960100,rural,36940,"Owatonna, MN Micro Area",M2
MN_PARK-RAPIDS-MUNI-AP,727453,46.9,-95.067,439,-6,Dfb,Cold & Very Cold,27057070600,rural,,,
MN_PAYNESVILLE-MUNI-AP,720367,45.372,-94.746,359,-6,Dfb,Cold & Very Cold,27145011000,rural,41060,"St. Cloud, MN Metro Area",M1
MN_PIERRE-RGNL-AP,726560,44.382,-100.286,523,-6,Dfb,Cold & Very Cold,46065977800,rural,38180,"Pierre, SD Micro Area",M2
MN_PINE-RIVER,727508,46.725,-94.382,394,-6,Dfb,Cold & Very Cold,27021960700,rural,14660,"Brainerd, MN Micro Area",M2
MN_PRINCETON-MUNI,726682,45.56,-93.608,298,-6,Dfb,Cold & Very Cold,27095170700,rural,,,
MN_RAY-S-MILLER-AAF,744667,46.091,-94.361,350,-6,Dfb,Cold & Very Cold,27097780200,rural,,,
MN_RED-WING,726564,44.589,-92.485,237,-6,Dfb,Cold & Very Cold,55093960600,rural,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1
MN_REDWOOD-FALLS-MUNI,726556,44.548,-95.08,312,-6,Dfa,Cold & Very Cold,27127750200,rural,,,
MN_ROCHESTER-IAP,726440,43.904,-92.492,397,-6,Dfb,Cold & Very Cold,27109002200,rural,40340,"Rochester, MN Metro Area",M1
MN_ROSEAU-MUNI(AWOS),727477,48.856,-95.697,322,-6,Dfb,Cold & Very Cold,27135970300,rural,,,
MN_RUSH-CITY-RGNL-AP,726679,45.698,-92.953,281,-6,Dfb,Cold & Very Cold,27025110200,rural,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1
MN_SLAYTON-MUNI-AP,720368,43.987,-95.783,494,-6,Dfa,Cold & Very Cold,27101900300,rural,,,
MN_SOUTH-ST-PAUL-MUNI,726603,44.857,-93.033,249,-6,Dfa,Cold & Very Cold,27037060502,lower density urban,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1
MN_ST-CLOUD-RGNL-AP,726550,45.544,-94.052,310,-6,Dfb,Cold & Very Cold,27141030300,rural,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1
MN_ST-JAMES-MUNI,726554,43.986,-94.558,325,-6,Dfa,Cold & Very Cold,27165950300,rural,,,
MN_ST-MARY-HOSPITAL-HEL,720972,44.017,-92.483,355,-6,Dfb,Cold & Very Cold,27109000400,lower density urban,40340,"Rochester, MN Metro Area",M1
MN_STANTON-AIRFLD,722003,44.476,-93.016,280,-6,Dfa,Cold & Very Cold,27049080500,rural,39860,"Red Wing, MN Micro Area",M2
MN_STAPLES,727514,46.381,-94.806,392,-6,Dfb,Cold & Very Cold,27159480200,rural,,,
MN_SW-MINNESOTA-RGNL-AP,726559,44.45,-95.817,359,-6,Dfa,Cold & Very Cold,27083360300,suburban/small town,32140,"Marshall, MN Micro Area",M2
MN_THIEF-RIVER-FALLS-RE,727555,48.067,-96.183,339,-6,Dfb,Cold & Very Cold,27113090300,rural,,,
MN_TRACY,722342,44.249,-95.607,408,-6,Dfa,Cold & Very Cold,27083360700,rural,32140,"Marshall, MN Micro Area",M2
MN_TWO-HARBORS,727444,47.049,-91.745,329,-6,Dfb,Cold & Very Cold,27075370100,rural,,,
MN_WADENA,726561,46.447,-95.212,417,-6,Dfb,Cold & Very Cold,27111960600,rural,22260,"Fergus Falls, MN Micro Area",M2
MN_WARROAD-IAP,726548,48.941,-95.348,327,-6,Dfb,Cold & Very Cold,27135970100,rural,,,
MN_WASECA-AP,722032,44.074,-93.553,343,-6,Dfa,Cold & Very Cold,27161790300,rural,,,
MN_WASKISH-MUNI-AP,727486,48.154,-94.517,360,-6,Dfb,Cold & Very Cold,27007450500,rural,13420,"Bemidji, MN Micro Area",M2
MN_WHEATON-MUNI,727533,45.78,-96.545,312,-6,Dfb,Cold & Very Cold,27155460100,rural,,,
MN_WILLMAR-MUNI-AP,720386,45.117,-95.133,344,-6,Dfb,Cold & Very Cold,27067780600,rural,48820,"Willmar, MN Micro Area",M2
MN_WINDOM,727506,43.913,-95.109,429,-6,Dfb,Cold & Very Cold,27033270300,rural,,,
MN_WINONA-MUNI(AWOS),726588,44.077,-91.708,200,-6,Dfa,Cold & Very Cold,27169670200,rural,49100,"Winona, MN Micro Area",M2
MN_WORTHINGTON(AWOS),726587,43.645,-95.58,478,-6,Dfa,Cold & Very Cold,27105105400,rural,49380,"Worthington, MN Micro Area",M2
MO_BRANSON-AP,720616,36.533,-93.2,397,-6,Cfa,Mixed-Humid,29213480302,rural,14700,"Branson, MO Micro Area",M2
MO_CAMDENTON-MEM,720949,37.974,-92.691,324,-6,Cfa,Mixed-Humid,29029950800,rural,,,
MO_CAPE-GIRARDEAU-RGNL-AP,723290,37.225,-89.579,101,-6,Cfa,Mixed-Humid,29201780200,rural,43460,"Sikeston, MO Micro Area",M2
MO_CHILLICOTHE-AGRI-SC,724464,39.82,-93.577,231,-6,Dfa,Cold & Very Cold,29117480100,rural,,,
MO_CLINTON-MEM-AP,720636,38.35,-93.683,251,-6,Cfa,Mixed-Humid,29083950200,rural,,,
MO_COLUMBIA-RGNL-AP,724450,38.817,-92.215,272,-6,Cfa,Mixed-Humid,29019001701,rural,17860,"Columbia, MO Metro Area",M1
MO_FARMINGTON,724454,37.761,-90.428,288,-6,Cfa,Mixed-Humid,29187950902,suburban/small town,22100,"Farmington, MO Micro Area",M2
MO_FLOYD-W-JONES-LEBANON,720477,37.648,-92.652,402,-6,Dfa,Mixed-Humid,29105960500,suburban/small town,30060,"Lebanon, MO Micro Area",M2
MO_FT-LNRD-WD-AAF,724457,37.75,-92.15,353,-6,Cfa,Mixed-Humid,29169470600,rural,22780,"Fort Leonard Wood, MO Micro Area",M2
MO_HANNIBAL-RGNL-AP,720476,39.725,-91.444,234,-6,Dfa,Cold & Very Cold,29127960100,rural,25300,"Hannibal, MO Micro Area",M2
MO_JEFFERSON-CITY-MEM,724458,38.595,-92.157,165,-6,Cfa,Mixed-Humid,29027070800,suburban/small town,27620,"Jefferson City, MO Metro Area",M1
MO_JESSE-VIERTEL-MEM-AP,720869,38.947,-92.683,218,-6,Cfa,Mixed-Humid,29053950200,rural,,,
MO_JOPLIN-MUNI-AP,723495,37.152,-94.495,296,-6,Cfa,Mixed-Humid,29097011400,suburban/small town,27900,"Joplin, MO Metro Area",M1
MO_KAISER-MEM(AWOS),724459,38.096,-92.553,264,-6,Cfa,Mixed-Humid,29131962800,rural,,,
MO_KANSAS-CITY-IAP,724460,39.297,-94.731,307,-6,Cfa,Mixed-Humid,29165030307,rural,28140,"Kansas City, MO-KS Metro Area",M1
MO_KENNETT-MEM,720331,36.226,-90.037,79,-6,Cfa,Mixed-Humid,29069360600,rural,28380,"Kennett, MO Micro Area",M2
MO_KIRKSVILLE-RGNL-AP,724455,40.097,-92.547,291,-6,Dfa,Cold & Very Cold,29001950200,rural,28860,"Kirksville, MO Micro Area",M2
MO_LAWRENCE-SMITH-MEM,720478,38.611,-94.342,278,-6,Dfa,Mixed-Humid,29037060800,rural,28140,"Kansas City, MO-KS Metro Area",M1
MO_LEES-SUMMIT,720306,38.958,-94.371,304,-6,Cfa,Mixed-Humid,29095014204,suburban/small town,28140,"Kansas City, MO-KS Metro Area",M1
MO_MALDEN-MUNI,720481,36.601,-89.992,89,-6,Cfa,Mixed-Humid,29069360200,rural,28380,"Kennett, MO Micro Area",M2
MO_MARSHALL-MEM-MUNI,720483,39.096,-93.203,237,-6,Cfa,Mixed-Humid,29195090500,suburban/small town,32180,"Marshall, MO Micro Area",M2
MO_MEXICO-MEM,720484,39.158,-91.818,250,-6,Cfa,Mixed-Humid,29007950400,rural,33020,"Mexico, MO Micro Area",M2
MO_MIDWEST-NATL-AIR-CTR,721045,39.332,-94.31,237,-6,Cfa,Mixed-Humid,29047021805,rural,28140,"Kansas City, MO-KS Metro Area",M1
MO_MONETT-MUNI-AP,720479,36.9,-94.017,401,-6,Cfa,Mixed-Humid,29009960200,rural,,,
MO_NORTHWEST-MISSOURI-RGNL,720475,40.353,-94.915,350,-6,Dfa,Cold & Very Cold,29147470200,rural,32340,"Maryville, MO Micro Area",M2
MO_OMAR-N-BRADLEY,720482,39.464,-92.427,264,-6,Cfa,Mixed-Humid,29175490100,rural,33620,"Moberly, MO Micro Area",M2
MO_POPLAR-BLUFF(AMOS),723300,36.77,-90.322,99,-6,Cfa,Mixed-Humid,29023950600,rural,38740,"Poplar Bluff, MO Micro Area",M2
MO_ROLLA-NATIONAL-AP,724420,38.132,-91.765,338,-6,Cfa,Mixed-Humid,29125880300,rural,,,
MO_SEDALIA-MEM,724453,38.712,-93.175,271,-6,Cfa,Mixed-Humid,29159480500,suburban/small town,42740,"Sedalia, MO Micro Area",M2
MO_SIKESTON-MEM-MUNI,720488,36.899,-89.562,96,-6,Cfa,Mixed-Humid,29201780600,rural,43460,"Sikeston, MO Micro Area",M2
MO_SPIRIT-OF-ST-LOUIS-AP,724345,38.658,-90.656,139,-6,Cfa,Mixed-Humid,29189221629,suburban/small town,41180,"St. Louis, MO-IL Metro Area",M1
MO_ST-CHARLES-CO-AP,724347,38.93,-90.433,131,-6,Cfa,Mixed-Humid,29183310100,rural,41180,"St. Louis, MO-IL Metro Area",M1
MO_ST-JOSEPH-ROSECRANS-MEM,724490,39.768,-94.91,246,-6,Dfa,Cold & Very Cold,29021000300,suburban/small town,41140,"St. Joseph, MO-KS Metro Area",M1
MO_ST-LOUIS-LAMBERT-IAP,724340,38.752,-90.373,162,-6,Cfa,Mixed-Humid,29189221800,lower density urban,41180,"St. Louis, MO-IL Metro Area",M1
MO_WARRENSGBURG-SKYHAVEN-AP,722367,38.783,-93.8,243,-6,Cfa,Mixed-Humid,29101960300,rural,47660,"Warrensburg, MO Micro Area",M2
MO_WARSAW-MUNI,720487,38.347,-93.345,285,-6,Cfa,Mixed-Humid,29015460300,rural,,,
MO_WASHINGTON-RGNL-AP,720169,38.583,-91.0,149,-6,Cfa,Mixed-Humid,29219820202,rural,41180,"St. Louis, MO-IL Metro Area",M1
MO_WEST-PLAINS-ASOS,723484,36.879,-91.905,373,-6,Cfa,Mixed-Humid,29091090300,rural,48460,"West Plains, MO Micro Area",M2
MO_WHITEMAN-AFB,724467,38.717,-93.55,265,-6,Cfa,Mixed-Humid,29101980000,suburban/small town,47660,"Warrensburg, MO Micro Area",M2
MS_BROOKHAVEN-LINCOLN-CO,720932,31.606,-90.409,149,-6,Cfa,Hot-Humid,28085950100,rural,15020,"Brookhaven, MS Micro Area",M2
MS_CLEVELAND-MUNI-AP,725023,33.861,-90.758,42,-6,Cfa,Mixed-Humid,28011950300,rural,17380,"Cleveland, MS Micro Area",M2
MS_COLUMBUS-AFB,723306,33.65,-88.45,66,-6,Cfa,Mixed-Humid,28087000200,rural,18060,"Columbus, MS Micro Area",M2
MS_FLETCHER-FLD,720927,34.3,-90.512,53,-6,Cfa,Mixed-Humid,28027950100,rural,17260,"Clarksdale, MS Micro Area",M2
MS_GEORGE-M-BRYAN-AP,720769,33.433,-88.849,101,-6,Cfa,Mixed-Humid,28105950602,rural,44260,"Starkville, MS Micro Area",M2
MS_GOLDEN-TRI(AWOS),723307,33.45,-88.583,80,-6,Cfa,Mixed-Humid,28087001000,rural,18060,"Columbus, MS Micro Area",M2
MS_GREENWOOD-LEFLORE-AP,747580,33.496,-90.089,42,-6,Cfa,Mixed-Humid,28015950200,rural,24900,"Greenwood, MS Micro Area",M2
MS_HATTIESBURG-BOBBY-CHAIN-AP,747590,31.27,-89.256,44,-6,Cfa,Hot-Humid,28035010500,suburban/small town,25620,"Hattiesburg, MS Metro Area",M1
MS_HATTIESBURG-LAUREL,722348,31.467,-89.333,89,-6,Cfa,Hot-Humid,28067980000,rural,29860,"Laurel, MS Micro Area",M2
MS_HESLER-NOBLE-FLD,720776,31.673,-89.172,72,-6,Cfa,Hot-Humid,28067950600,suburban/small town,29860,"Laurel, MS Micro Area",M2
MS_JACKSON-IAP,722350,32.32,-90.078,90,-6,Cfa,Hot-Humid,28121980000,rural,27140,"Jackson, MS Metro Area",M1
MS_JOHN-B-WILLIAMS-AP,720787,32.304,-90.411,75,-6,Cfa,Hot-Humid,28049010500,rural,27140,"Jackson, MS Metro Area",M1
MS_KEESLER-AFB,747686,30.417,-88.917,10,-6,Cfa,Hot-Humid,28047000900,lower density urban,25060,"Gulfport-Biloxi, MS Metro Area",M1
MS_MCCOMB-PIKE-CO-AP,722358,31.182,-90.472,123,-6,Cfa,Hot-Humid,28113950600,rural,32620,"McComb, MS Micro Area",M2
MS_MERIDIAN-KEY-FIELD,722340,32.335,-88.751,88,-6,Cfa,Mixed-Humid,28075980000,suburban/small town,32940,"Meridian, MS Micro Area",M2
MS_MERIDIAN-NAAS,722345,32.55,-88.567,82,-6,Cfa,Mixed-Humid,28075010202,rural,32940,"Meridian, MS Micro Area",M2
MS_MID-DELTA-RGNL-AP,747680,33.494,-90.981,37,-6,Cfa,Mixed-Humid,28151000200,rural,24740,"Greenville, MS Micro Area",M2
MS_MONROE-COUNTY-AP,746941,33.873,-88.49,69,-6,Cfa,Mixed-Humid,28095950502,rural,,,
MS_NATCHEZ-HARDY(AWOS),722357,31.617,-91.283,82,-6,Cfa,Hot-Humid,28001000200,rural,35020,"Natchez, MS-LA Micro Area",M2
MS_OLIVE-BRANCH-AP,722165,34.979,-89.787,122,-6,Cfa,Mixed-Humid,28033070830,suburban/small town,32820,"Memphis, TN-MS-AR Metro Area",M1
MS_OXFORD-UNIV,720541,34.383,-89.55,137,-6,Cfa,Mixed-Humid,28071950302,suburban/small town,37060,"Oxford, MS Micro Area",M2
MS_PASCAGOULA,747688,30.463,-88.532,2,-6,Cfa,Hot-Humid,28059041300,suburban/small town,37700,"Pascagoula, MS Metro Area",M1
MS_PICAYUNE-MUNI,722349,30.487,-89.651,17,-6,Cfa,Hot-Humid,28109950501,rural,38100,"Picayune, MS Micro Area",M2
MS_RANGE-B,720708,32.8,-88.833,164,-6,Dfa,Mixed-Humid,28069030200,rural,32940,"Meridian, MS Micro Area",M2
MS_ROSCOE-TURNER-AP,720924,34.915,-88.604,130,-6,Cfa,Mixed-Humid,28003950400,rural,18420,"Corinth, MS Micro Area",M2
MS_STENNIS-IAP,722138,30.368,-89.455,7,-6,Cfa,Hot-Humid,28045030602,rural,25060,"Gulfport-Biloxi, MS Metro Area",M1
MS_TUNICA-MUNI-AP,722364,34.681,-90.347,59,-6,Cfa,Mixed-Humid,28143950100,rural,32820,"Memphis, TN-MS-AR Metro Area",M1
MS_TUPELO-C-D-LEMONS-AP,723320,34.262,-88.771,103,-6,Cfa,Mixed-Humid,28081980000,suburban/small town,46180,"Tupelo, MS Micro Area",M2
MS_VICKSBURG-MUNI,722355,32.233,-90.933,31,-6,Cfa,Hot-Humid,28149951102,rural,46980,"Vicksburg, MS Micro Area",M2
MT_ALPHA-(RAYNESFORD),720994,47.283,-110.8,1219,-7,BSk,Cold & Very Cold,30013010600,rural,24500,"Great Falls, MT Metro Area",M1
MT_BAKER-MUNI-AP,726777,46.352,-104.261,902,-7,BSk,Cold & Very Cold,30025000100,rural,,,
MT_BERT-MOONEY-AP,727740,45.964,-112.501,1677,-7,BSk,Cold & Very Cold,30093000800,rural,15580,"Butte-Silver Bow, MT Micro Area",M2
MT_BILLINGS-LOGAN-IAP,726770,45.807,-108.546,1094,-7,BSk,Cold & Very Cold,30111000704,suburban/small town,13740,"Billings, MT Metro Area",M1
MT_BOZEMAN-GALLATIN-FLD,726797,45.788,-111.162,1350,-7,Dfb,Cold & Very Cold,30031000101,rural,14580,"Bozeman, MT Micro Area",M2
MT_BRAVO-GEYSER,720995,47.283,-110.367,1234,-7,BSk,Cold & Very Cold,30045000100,rural,,,
MT_CHARLIE-STANFORD,720996,47.1,-110.167,1336,-7,BSk,Cold & Very Cold,30045000100,rural,,,
MT_CUT-BANK-MUNI-AP,727690,48.604,-112.377,1171,-7,BSk,Cold & Very Cold,30035940400,rural,,,
MT_DELTA-(DENTON),720997,47.383,-109.817,1093,-7,Dfb,Cold & Very Cold,30027030100,rural,,,
MT_DILLON-AP,727700,45.258,-112.555,1584,-7,BSk,Cold & Very Cold,30001000200,rural,,,
MT_ECHO-(WINIFRED),720998,47.45,-109.417,1116,-7,Dfb,Cold & Very Cold,30027030100,rural,,,
MT_FOX-AUGUSTA,720999,47.6,-112.317,1343,-7,BSk,Cold & Very Cold,30099000300,rural,,,
MT_GLASGOW-IAP,727680,48.214,-106.621,697,-7,BSk,Cold & Very Cold,30105940600,rural,,,
MT_GLENDIVE(AWOS),726676,47.133,-104.8,748,-7,BSk,Cold & Very Cold,30021000100,rural,,,
MT_GOLF-(SIMMS),721001,47.333,-112.1,1310,-7,BSk,Cold & Very Cold,30049000100,rural,25740,"Helena, MT Micro Area",M2
MT_GREAT-FALLS-IAP,727750,47.473,-111.383,1117,-7,BSk,Cold & Very Cold,30013010700,rural,24500,"Great Falls, MT Metro Area",M1
MT_GREAT-FALLS,727760,47.45,-111.383,1130,-7,BSk,Cold & Very Cold,30013002300,suburban/small town,24500,"Great Falls, MT Metro Area",M1
MT_HAVRE-CITY-CO-AP,727770,48.543,-109.764,788,-7,BSk,Cold & Very Cold,30041040200,rural,25660,"Havre, MT Micro Area",M2
MT_HOTEL-(FAIRFIELD),721002,47.7,-111.95,1178,-7,BSk,Cold & Very Cold,30099000100,rural,,,
MT_INDIA-ULM,721003,47.317,-111.467,1108,-7,BSk,Cold & Very Cold,30013010400,rural,24500,"Great Falls, MT Metro Area",M1
MT_JORDAN,727684,47.326,-106.949,801,-7,BSk,Cold & Very Cold,30033000100,rural,,,
MT_JULIET-POWER,721004,47.75,-111.55,1152,-7,BSk,Cold & Very Cold,30099000100,rural,,,
MT_KALISPELL-GLACIER-PK-IAP,727790,48.304,-114.264,903,-7,Dfb,Cold & Very Cold,30029000601,rural,28060,"Kalispell, MT Micro Area",M2
MT_KILO-HARLOWTOWN,721005,46.45,-109.8,1329,-7,BSk,Cold & Very Cold,30107000100,rural,,,
MT_LEWISTOWN-MUNI-AP,726776,47.054,-109.457,1257,-7,Dfb,Cold & Very Cold,30027030100,rural,,,
MT_LIMA-JUDITH-GAP,721006,46.7,-109.733,1414,-7,Dfb,Cold & Very Cold,30027030100,rural,,,
MT_LIVINGSTON-MISSION-FLD,726798,45.698,-110.442,1415,-7,Dfb,Cold & Very Cold,30067000200,rural,,,
MT_MALMSTROM-AFB,727755,47.517,-111.183,1058,-7,BSk,Cold & Very Cold,30013001200,suburban/small town,24500,"Great Falls, MT Metro Area",M1
MT_MIKE-MOORE,721007,47.017,-109.633,1256,-7,Dfb,Cold & Very Cold,30027030100,rural,,,
MT_MILES-CITY-MUNI-AP,742300,46.426,-105.883,800,-7,BSk,Cold & Very Cold,30017961300,rural,,,
MT_MISSOULA-IAP,727730,46.921,-114.094,973,-7,Dfb,Cold & Very Cold,30063000202,suburban/small town,33540,"Missoula, MT Metro Area",M1
MT_NOVEMBER-GRASS-RAN,721008,47.067,-109.033,1161,-7,Dfb,Cold & Very Cold,30027030100,rural,,,
MT_OSCAR-(ROY),721009,47.333,-108.933,1086,-7,BSk,Cold & Very Cold,30027030100,rural,,,
MT_RAVALLI-COUNTY-AP,720759,46.255,-114.125,1111,-7,Csb,Cold & Very Cold,30081000600,rural,,,
MT_SIDNEY-RICHLAND-MUNI,727687,47.717,-104.183,603,-7,BSk,Cold & Very Cold,30083070300,rural,,,
MT_WOLF-POINT-IAP,727686,48.094,-105.578,604,-7,BSk,Cold & Very Cold,30085940001,rural,,,
MT_YELLOWSTONE,726764,44.683,-111.117,2026,-7,Dfc,Cold & Very Cold,30031001500,rural,14580,"Bozeman, MT Micro Area",M2
NC_AHOSKIE,723079,36.298,-77.171,20,-5,Cfa,Mixed-Humid,37091950300,rural,,,
NC_ALBEMARLE,722148,35.417,-80.151,185,-5,Cfa,Mixed-Humid,37167930102,rural,10620,"Albemarle, NC Micro Area",M2
NC_ANDREWS-AP,722177,35.195,-83.865,516,-5,Cfa,Mixed-Humid,37039930200,rural,,,
NC_ANSON-CO-AP,725294,35.017,-80.083,91,-5,Cfa,Mixed-Humid,37007920400,rural,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",M1
NC_ASHEBORO-MUNI,746935,35.654,-79.895,205,-5,Cfa,Mixed-Humid,37151030600,rural,24660,"Greensboro-High Point, NC Metro Area",M1
NC_ASHEVILLE-RGNL-AP,723150,35.432,-82.538,645,-5,Cfb,Mixed-Humid,37021002203,lower density urban,11700,"Asheville, NC Metro Area",M1
NC_BEAUFORT-CO-AP,720612,32.412,-80.634,38,-5,Cfa,Hot-Humid,45013000902,suburban/small town,25940,"Hilton Head Island-Beaufort, SC Micro Area",M2
NC_BEAUFORT-SMITH-FLD,723037,34.733,-76.657,1,-5,Cfa,Hot-Humid,37031970302,suburban/small town,33980,"Morehead City, NC Micro Area",M2
NC_BOGUE-FLD-MCAF,723097,34.683,-77.033,6,-5,Cfa,Hot-Humid,37031970804,rural,33980,"Morehead City, NC Micro Area",M2
NC_BOONE-WATAUGA-HOSPTL,722198,36.2,-81.65,910,-5,Cfb,Cold & Very Cold,37189920601,suburban/small town,14380,"Boone, NC Micro Area",M2
NC_BRUNSWICK-CNTY-AP,722191,33.929,-78.075,7,-5,Cfa,Hot-Humid,37019020304,rural,48900,"Wilmington, NC Metro Area",M1
NC_BURLINGTON-RGNL-AP,723174,36.048,-79.474,185,-5,Cfa,Mixed-Humid,37001020702,lower density urban,15500,"Burlington, NC Metro Area",M1
NC_CHERRY-POINT-MCAS,723090,34.9,-76.883,8,-5,Cfa,Mixed-Humid,37049961202,rural,35100,"New Bern, NC Micro Area",M2
NC_CLINTON,722073,34.976,-78.364,45,-5,Cfa,Mixed-Humid,37163970800,rural,,,
NC_CONCORD-RGNL-AP,722132,35.39,-80.707,214,-5,Cfa,Mixed-Humid,37025041303,suburban/small town,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",M1
NC_CURRITUCK-CO,723626,36.399,-76.016,4,-5,Cfa,Mixed-Humid,37053110302,rural,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",M1
NC_DARE-COUNTY-RGNL-AP,723046,35.917,-75.702,4,-5,Cfa,Mixed-Humid,37055970601,rural,28620,"Kill Devil Hills, NC Micro Area",M2
NC_DUPLIN-CO,746929,35.0,-77.982,41,-5,Cfa,Mixed-Humid,37061090400,rural,,,
NC_ELIZABETHTOWN,720279,34.602,-78.578,40,-5,Cfa,Mixed-Humid,37017950400,rural,,,
NC_ELZ-CTY-CGAS-RGNL-AP,723070,36.258,-76.172,1,-5,Cfa,Mixed-Humid,37139960701,rural,21020,"Elizabeth City, NC Micro Area",M2
NC_ERWIN-HARNETT-AP,746936,35.379,-78.734,60,-5,Cfa,Mixed-Humid,37085070802,rural,20380,"Dunn, NC Micro Area",M2
NC_FAYETTEVILLE-POPE-AFB,723030,35.174,-79.009,66,-5,Cfa,Mixed-Humid,37051003401,suburban/small town,22180,"Fayetteville, NC Metro Area",M1
NC_FAYETTEVILLE-RGNL-G,723035,34.99,-78.88,56,-5,Cfa,Mixed-Humid,37051001500,suburban/small town,22180,"Fayetteville, NC Metro Area",M1
NC_FIRST-FLIGHT,720282,36.018,-75.671,4,-5,Cfa,Mixed-Humid,37055970200,suburban/small town,28620,"Kill Devil Hills, NC Micro Area",M2
NC_FORT-BRAGG-SIMMONS,746930,35.133,-78.933,74,-5,Cfa,Mixed-Humid,37051980200,rural,22180,"Fayetteville, NC Metro Area",M1
NC_FRANKLIN-CO-AP,722141,36.023,-78.33,112,-5,Cfa,Mixed-Humid,37069060600,rural,39580,"Raleigh-Cary, NC Metro Area",M1
NC_GASTONIA-MUNI-AP,723147,35.197,-81.156,241,-5,Cfa,Mixed-Humid,37071033305,suburban/small town,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",M1
NC_GOLDSBORO-S-JOHNSON-AFB,723066,35.344,-77.965,33,-5,Cfa,Mixed-Humid,37191000500,suburban/small town,24140,"Goldsboro, NC Metro Area",M1
NC_GOLDSBORO-WAYNE,746940,35.46,-77.965,40,-5,Cfa,Mixed-Humid,37191000304,rural,24140,"Goldsboro, NC Metro Area",M1
NC_GREENSBORO-PIEDMONT-IAP,723170,36.097,-79.943,275,-5,Cfa,Mixed-Humid,37081980100,lower density urban,24660,"Greensboro-High Point, NC Metro Area",M1
NC_HALIFAX-NORTHAMPTON-RGNL-A,720649,36.33,-77.635,44,-5,Cfa,Mixed-Humid,37083931000,rural,40260,"Roanoke Rapids, NC Micro Area",M2
NC_HATTERAS-BILLY-MITCHELL-AP,723139,35.232,-75.622,3,-5,Cfa,Mixed-Humid,37055970502,rural,28620,"Kill Devil Hills, NC Micro Area",M2
NC_HICKORY-RGNL-AP,723010,35.742,-81.382,356,-5,Cfa,Mixed-Humid,37035010600,lower density urban,25860,"Hickory-Lenoir-Morganton, NC Metro Area",M1
NC_JACKSONVILLE(AWOS),723069,34.833,-77.617,29,-5,Cfa,Hot-Humid,37133000301,rural,27340,"Jacksonville, NC Metro Area",M1
NC_JEFFERSON,723146,36.432,-81.419,969,-5,Cfa,Cold & Very Cold,37009970500,rural,,,
NC_JOHNSTON-CO,722131,35.541,-78.39,50,-5,Cfa,Mixed-Humid,37101040902,rural,39580,"Raleigh-Cary, NC Metro Area",M1
NC_KINSTON-STALLINGS-AFB,723067,35.317,-77.633,28,-5,Cfa,Mixed-Humid,37107010900,rural,28820,"Kinston, NC Micro Area",M2
NC_LEXINGTON-DAVIDSON,722079,35.781,-80.304,223,-5,Cfa,Mixed-Humid,37057061803,suburban/small town,45640,"Thomasville-Lexington, NC Micro Area",M2
NC_LINCOLNTON,722128,35.483,-81.161,266,-5,Cfa,Mixed-Humid,37109070902,rural,30740,"Lincolnton, NC Micro Area",M2
NC_LUMBERTON-MUNI,723108,34.608,-79.059,36,-5,Cfa,Mixed-Humid,37155960801,rural,31300,"Lumberton, NC Micro Area",M2
NC_MACKALL-AAF,723034,35.033,-79.5,114,-5,Cfa,Mixed-Humid,37153970100,rural,40460,"Rockingham, NC Micro Area",M2
NC_MAXTON,723109,34.791,-79.368,64,-5,Cfa,Mixed-Humid,37165010400,rural,29900,"Laurinburg, NC Micro Area",M2
NC_MONROE-AP,723194,35.015,-80.624,204,-5,Cfa,Mixed-Humid,37179020307,lower density urban,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",M1
NC_MORGANTON-LENIOR-AP,723148,35.821,-81.611,387,-5,Cfa,Mixed-Humid,37027030800,suburban/small town,25860,"Hickory-Lenoir-Morganton, NC Metro Area",M1
NC_MOUNT-AIRY-CO-AP,723177,36.46,-80.553,380,-5,Cfa,Mixed-Humid,37171930202,rural,34340,"Mount Airy, NC Micro Area",M2
NC_NEW-BERN-CRAVEN-CO-RGNL-AP,723095,35.068,-77.048,3,-5,Cfa,Mixed-Humid,37049961001,suburban/small town,35100,"New Bern, NC Micro Area",M2
NC_NEW-RIVER-MCAF,723096,34.708,-77.44,7,-5,Cfa,Hot-Humid,37133001000,suburban/small town,27340,"Jacksonville, NC Metro Area",M1
