climate_region,urbanicity,urbanicity_short,catchment_type,catchment_code,catchment_label,population_2010,housing_units_2010,population_density_sqmi,housing_unit_density_sqmi,housing_unit_coverage_percentile,population_density_percentile,population_coverage_percentile,location_score,selection_rank,selected,station_distance_miles,selected_station_name,selected_station_number,selected_station_lat,selected_station_lon,centroid_lat,centroid_lon
Cold & Very Cold,higher density urban,HDU,CBSA,10038,Cold & Very Cold HDU catchment 39 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,39,False,52.5,Cold HDU Climate Station 1 (demo),730038,44.06,-93.3,43.88,-93.08
Cold & Very Cold,higher density urban,HDU,CBSA,10039,Cold & Very Cold HDU catchment 40 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,33,False,64.0,Cold HDU Climate Station 2 (demo),730039,44.09,-93.33,43.91,-93.11
Cold & Very Cold,higher density urban,HDU,CBSA,10040,Cold & Very Cold HDU catchment 41 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,27,False,75.5,Cold HDU Climate Station 3 (demo),730040,44.12,-93.36,43.94,-93.14
Cold & Very Cold,higher density urban,HDU,CBSA,10041,Cold & Very Cold HDU catchment 42 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,21,False,87.0,Cold HDU Climate Station 4 (demo),730041,44.15,-93.39,43.97,-93.17
Cold & Very Cold,higher density urban,HDU,CBSA,10042,Cold & Very Cold HDU catchment 43 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,15,False,98.5,Cold HDU Climate Station 5 (demo),730042,44.18,-93.42,44.0,-93.2
Cold & Very Cold,higher density urban,HDU,CBSA,10043,Cold & Very Cold HDU catchment 44 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,9,False,110.0,Cold HDU Climate Station 6 (demo),730043,44.21,-93.45,44.03,-93.23
Cold & Very Cold,higher density urban,HDU,CBSA,10044,Cold & Very Cold HDU catchment 45 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,3,False,18.0,Cold HDU Climate Station 7 (demo),730044,44.24,-93.48,44.06,-93.26
Cold & Very Cold,higher density urban,HDU,CBSA,10045,Cold & Very Cold HDU catchment 46 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,144,False,29.5,Cold HDU Climate Station 1 (demo),730045,44.27,-93.51,44.09,-93.29
Cold & Very Cold,higher density urban,HDU,CBSA,10046,Cold & Very Cold HDU catchment 47 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,137,False,41.0,Cold HDU Climate Station 2 (demo),730046,44.3,-93.54,44.12,-93.32
Cold & Very Cold,higher density urban,HDU,CBSA,10047,Cold & Very Cold HDU catchment 48 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,130,False,52.5,Cold HDU Climate Station 3 (demo),730047,44.33,-93.57,44.15,-93.35
Cold & Very Cold,higher density urban,HDU,CBSA,10048,Cold & Very Cold HDU catchment 49 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,123,False,64.0,Cold HDU Climate Station 4 (demo),730048,44.36,-93.6,44.18,-93.38
Cold & Very Cold,higher density urban,HDU,CBSA,10049,Cold & Very Cold HDU catchment 50 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,116,False,75.5,Cold HDU Climate Station 5 (demo),730049,44.0,-93.24,43.82,-93.02
Cold & Very Cold,higher density urban,HDU,CBSA,10050,Cold & Very Cold HDU catchment 51 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,109,False,87.0,Cold HDU Climate Station 6 (demo),730050,44.03,-93.27,43.85,-93.05
Cold & Very Cold,higher density urban,HDU,CBSA,10051,Cold & Very Cold HDU catchment 52 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,102,False,98.5,Cold HDU Climate Station 7 (demo),730051,44.06,-93.3,43.88,-93.08
Cold & Very Cold,higher density urban,HDU,CBSA,10052,Cold & Very Cold HDU catchment 53 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,95,False,110.0,Cold HDU Climate Station 1 (demo),730052,44.09,-93.33,43.91,-93.11
Cold & Very Cold,higher density urban,HDU,CBSA,10053,Cold & Very Cold HDU catchment 54 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,88,False,18.0,Cold HDU Climate Station 2 (demo),730053,44.12,-93.36,43.94,-93.14
Cold & Very Cold,higher density urban,HDU,CBSA,10054,Cold & Very Cold HDU catchment 55 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,81,False,29.5,Cold HDU Climate Station 3 (demo),730054,44.15,-93.39,43.97,-93.17
Cold & Very Cold,higher density urban,HDU,CBSA,10055,Cold & Very Cold HDU catchment 56 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,74,False,41.0,Cold HDU Climate Station 4 (demo),730055,44.18,-93.42,44.0,-93.2
Cold & Very Cold,higher density urban,HDU,CBSA,10056,Cold & Very Cold HDU catchment 57 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,67,False,52.5,Cold HDU Climate Station 5 (demo),730056,44.21,-93.45,44.03,-93.23
Cold & Very Cold,higher density urban,HDU,CBSA,10057,Cold & Very Cold HDU catchment 58 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,60,False,64.0,Cold HDU Climate Station 6 (demo),730057,44.24,-93.48,44.06,-93.26
Cold & Very Cold,higher density urban,HDU,CBSA,10058,Cold & Very Cold HDU catchment 59 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,53,False,75.5,Cold HDU Climate Station 7 (demo),730058,44.27,-93.51,44.09,-93.29
Cold & Very Cold,higher density urban,HDU,CBSA,10059,Cold & Very Cold HDU catchment 60 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,46,False,87.0,Cold HDU Climate Station 1 (demo),730059,44.3,-93.54,44.12,-93.32
Cold & Very Cold,higher density urban,HDU,CBSA,10060,Cold & Very Cold HDU catchment 61 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,40,False,98.5,Cold HDU Climate Station 2 (demo),730060,44.33,-93.57,44.15,-93.35
Cold & Very Cold,higher density urban,HDU,CBSA,10061,Cold & Very Cold HDU catchment 62 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,34,False,110.0,Cold HDU Climate Station 3 (demo),730061,44.36,-93.6,44.18,-93.38
Cold & Very Cold,higher density urban,HDU,CBSA,10062,Cold & Very Cold HDU catchment 63 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,28,False,18.0,Cold HDU Climate Station 4 (demo),730062,44.0,-93.24,43.82,-93.02
Cold & Very Cold,higher density urban,HDU,CBSA,10063,Cold & Very Cold HDU catchment 64 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,22,False,29.5,Cold HDU Climate Station 5 (demo),730063,44.03,-93.27,43.85,-93.05
Cold & Very Cold,higher density urban,HDU,CBSA,10064,Cold & Very Cold HDU catchment 65 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,16,False,41.0,Cold HDU Climate Station 6 (demo),730064,44.06,-93.3,43.88,-93.08
Cold & Very Cold,higher density urban,HDU,CBSA,10065,Cold & Very Cold HDU catchment 66 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,10,False,52.5,Cold HDU Climate Station 7 (demo),730065,44.09,-93.33,43.91,-93.11
Cold & Very Cold,higher density urban,HDU,CBSA,10066,Cold & Very Cold HDU catchment 67 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,4,False,64.0,Cold HDU Climate Station 1 (demo),730066,44.12,-93.36,43.94,-93.14
Cold & Very Cold,higher density urban,HDU,CBSA,10067,Cold & Very Cold HDU catchment 68 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,145,False,75.5,Cold HDU Climate Station 2 (demo),730067,44.15,-93.39,43.97,-93.17
Cold & Very Cold,higher density urban,HDU,CBSA,10068,Cold & Very Cold HDU catchment 69 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,138,False,87.0,Cold HDU Climate Station 3 (demo),730068,44.18,-93.42,44.0,-93.2
Cold & Very Cold,higher density urban,HDU,CBSA,10069,Cold & Very Cold HDU catchment 70 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,131,False,98.5,Cold HDU Climate Station 4 (demo),730069,44.21,-93.45,44.03,-93.23
Cold & Very Cold,higher density urban,HDU,CBSA,10070,Cold & Very Cold HDU catchment 71 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,124,False,110.0,Cold HDU Climate Station 5 (demo),730070,44.24,-93.48,44.06,-93.26
Cold & Very Cold,higher density urban,HDU,CBSA,10071,Cold & Very Cold HDU catchment 72 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,117,False,18.0,Cold HDU Climate Station 6 (demo),730071,44.27,-93.51,44.09,-93.29
Cold & Very Cold,higher density urban,HDU,CBSA,10072,Cold & Very Cold HDU catchment 73 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,110,False,29.5,Cold HDU Climate Station 7 (demo),730072,44.3,-93.54,44.12,-93.32
Cold & Very Cold,higher density urban,HDU,CBSA,10073,Cold & Very Cold HDU catchment 74 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,103,False,41.0,Cold HDU Climate Station 1 (demo),730073,44.33,-93.57,44.15,-93.35
Cold & Very Cold,higher density urban,HDU,CBSA,10074,Cold & Very Cold HDU catchment 75 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,96,False,52.5,Cold HDU Climate Station 2 (demo),730074,44.36,-93.6,44.18,-93.38
Cold & Very Cold,higher density urban,HDU,CBSA,10075,Cold & Very Cold HDU catchment 76 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,89,False,64.0,Cold HDU Climate Station 3 (demo),730075,44.0,-93.24,43.82,-93.02
Cold & Very Cold,higher density urban,HDU,CBSA,10076,Cold & Very Cold HDU catchment 77 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,82,False,75.5,Cold HDU Climate Station 4 (demo),730076,44.03,-93.27,43.85,-93.05
Cold & Very Cold,higher density urban,HDU,CBSA,10077,Cold & Very Cold HDU catchment 78 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,75,False,87.0,Cold HDU Climate Station 5 (demo),730077,44.06,-93.3,43.88,-93.08
Cold & Very Cold,higher density urban,HDU,CBSA,10078,Cold & Very Cold HDU catchment 79 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,68,False,98.5,Cold HDU Climate Station 6 (demo),730078,44.09,-93.33,43.91,-93.11
Cold & Very Cold,higher density urban,HDU,CBSA,10079,Cold & Very Cold HDU catchment 80 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,61,False,110.0,Cold HDU Climate Station 7 (demo),730079,44.12,-93.36,43.94,-93.14
Cold & Very Cold,higher density urban,HDU,CBSA,10080,Cold & Very Cold HDU catchment 81 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,54,False,18.0,Cold HDU Climate Station 1 (demo),730080,44.15,-93.39,43.97,-93.17
Cold & Very Cold,higher density urban,HDU,CBSA,10081,Cold & Very Cold HDU catchment 82 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,47,False,29.5,Cold HDU Climate Station 2 (demo),730081,44.18,-93.42,44.0,-93.2
Cold & Very Cold,higher density urban,HDU,CBSA,10082,Cold & Very Cold HDU catchment 83 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,41,False,41.0,Cold HDU Climate Station 3 (demo),730082,44.21,-93.45,44.03,-93.23
Cold & Very Cold,higher density urban,HDU,CBSA,10083,Cold & Very Cold HDU catchment 84 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,35,False,52.5,Cold HDU Climate Station 4 (demo),730083,44.24,-93.48,44.06,-93.26
Cold & Very Cold,higher density urban,HDU,CBSA,10084,Cold & Very Cold HDU catchment 85 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,29,False,64.0,Cold HDU Climate Station 5 (demo),730084,44.27,-93.51,44.09,-93.29
Cold & Very Cold,higher density urban,HDU,CBSA,10085,Cold & Very Cold HDU catchment 86 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,23,False,75.5,Cold HDU Climate Station 6 (demo),730085,44.3,-93.54,44.12,-93.32
Cold & Very Cold,higher density urban,HDU,CBSA,10086,Cold & Very Cold HDU catchment 87 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,17,False,87.0,Cold HDU Climate Station 7 (demo),730086,44.33,-93.57,44.15,-93.35
Cold & Very Cold,higher density urban,HDU,CBSA,10087,Cold & Very Cold HDU catchment 88 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,11,False,98.5,Cold HDU Climate Station 1 (demo),730087,44.36,-93.6,44.18,-93.38
Cold & Very Cold,higher density urban,HDU,CBSA,10088,Cold & Very Cold HDU catchment 89 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,5,False,110.0,Cold HDU Climate Station 2 (demo),730088,44.0,-93.24,43.82,-93.02
Cold & Very Cold,higher density urban,HDU,CBSA,10089,Cold & Very Cold HDU catchment 90 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,146,False,18.0,Cold HDU Climate Station 3 (demo),730089,44.03,-93.27,43.85,-93.05
Cold & Very Cold,higher density urban,HDU,CBSA,10090,Cold & Very Cold HDU catchment 91 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,139,False,29.5,Cold HDU Climate Station 4 (demo),730090,44.06,-93.3,43.88,-93.08
Cold & Very Cold,higher density urban,HDU,CBSA,10091,Cold & Very Cold HDU catchment 92 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,132,False,41.0,Cold HDU Climate Station 5 (demo),730091,44.09,-93.33,43.91,-93.11
Cold & Very Cold,higher density urban,HDU,CBSA,10092,Cold & Very Cold HDU catchment 93 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,125,False,52.5,Cold HDU Climate Station 6 (demo),730092,44.12,-93.36,43.94,-93.14
Cold & Very Cold,higher density urban,HDU,CBSA,10093,Cold & Very Cold HDU catchment 94 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,118,False,64.0,Cold HDU Climate Station 7 (demo),730093,44.15,-93.39,43.97,-93.17
Cold & Very Cold,higher density urban,HDU,CBSA,10094,Cold & Very Cold HDU catchment 95 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,111,False,75.5,Cold HDU Climate Station 1 (demo),730094,44.18,-93.42,44.0,-93.2
Cold & Very Cold,higher density urban,HDU,CBSA,10095,Cold & Very Cold HDU catchment 96 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,104,False,87.0,Cold HDU Climate Station 2 (demo),730095,44.21,-93.45,44.03,-93.23
Cold & Very Cold,higher density urban,HDU,CBSA,10096,Cold & Very Cold HDU catchment 97 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,97,False,98.5,Cold HDU Climate Station 3 (demo),730096,44.24,-93.48,44.06,-93.26
Cold & Very Cold,higher density urban,HDU,CBSA,10097,Cold & Very Cold HDU catchment 98 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,90,False,110.0,Cold HDU Climate Station 4 (demo),730097,44.27,-93.51,44.09,-93.29
Cold & Very Cold,higher density urban,HDU,CBSA,10098,Cold & Very Cold HDU catchment 99 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,83,False,18.0,Cold HDU Climate Station 5 (demo),730098,44.3,-93.54,44.12,-93.32
Cold & Very Cold,higher density urban,HDU,CBSA,10099,Cold & Very Cold HDU catchment 100 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,76,False,29.5,Cold HDU Climate Station 6 (demo),730099,44.33,-93.57,44.15,-93.35
Cold & Very Cold,higher density urban,HDU,CBSA,10100,Cold & Very Cold HDU catchment 101 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,69,False,41.0,Cold HDU Climate Station 7 (demo),730100,44.36,-93.6,44.18,-93.38
Cold & Very Cold,higher density urban,HDU,CBSA,10101,Cold & Very Cold HDU catchment 102 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,62,False,52.5,Cold HDU Climate Station 1 (demo),730101,44.0,-93.24,43.82,-93.02
Cold & Very Cold,higher density urban,HDU,CBSA,10102,Cold & Very Cold HDU catchment 103 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,55,False,64.0,Cold HDU Climate Station 2 (demo),730102,44.03,-93.27,43.85,-93.05
Cold & Very Cold,higher density urban,HDU,CBSA,10103,Cold & Very Cold HDU catchment 104 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,48,False,75.5,Cold HDU Climate Station 3 (demo),730103,44.06,-93.3,43.88,-93.08
Cold & Very Cold,higher density urban,HDU,CBSA,10104,Cold & Very Cold HDU catchment 105 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,42,False,87.0,Cold HDU Climate Station 4 (demo),730104,44.09,-93.33,43.91,-93.11
