climate_region,urbanicity,urbanicity_short,catchment_type,catchment_code,catchment_label,population_2010,housing_units_2010,population_density_sqmi,housing_unit_density_sqmi,housing_unit_coverage_percentile,population_density_percentile,population_coverage_percentile,location_score,selection_rank,selected,station_distance_miles,selected_station_name,selected_station_number,selected_station_lat,selected_station_lon,centroid_lat,centroid_lon
Cold & Very Cold,lower density urban,LDU,CBSA,44220,"Springfield, OH",99347,45839,1319.4,608.8,0.561644,0.506849,0.541096,0.538356,64,False,6.1,OH_SPRINGFIELD-BECKLEY,724295,39.84,-83.84,39.9276,-83.84272
Cold & Very Cold,lower density urban,LDU,CBSA,40340,"Rochester, MN",150293,65042,1196.0,517.6,0.636986,0.335616,0.643836,0.532877,65,False,1.5,MN_ST-MARY-HOSPITAL-HEL,720972,44.017,-92.483,44.03828,-92.48326
Cold & Very Cold,lower density urban,LDU,CBSA,39940,"Rexburg, ID",38808,10432,2146.7,577.1,0.267123,0.965753,0.369863,0.532191,66,False,1.2,ID_REXBURG,726818,43.832,-111.808,43.81788,-111.7924
Cold & Very Cold,lower density urban,LDU,CBSA,18500,"Corning, NY",25185,13442,1979.6,1056.6,0.335616,0.917808,0.280822,0.528424,67,False,20.7,NY_ELMIRA-CORNING-RGNL-AP,725156,42.157,-76.903,42.23637,-77.29352
Cold & Very Cold,lower density urban,LDU,CBSA,29200,"Lafayette-West Lafayette, IN",169695,73038,1159.4,499.0,0.664384,0.260274,0.664384,0.522945,68,False,3.3,IN_LAFAYETTE-PURDUE-UNIV-AP,724386,40.412,-86.947,40.42337,-86.88653
Cold & Very Cold,lower density urban,LDU,CBSA,43780,"South Bend-Mishawaka, IN-MI",267212,116785,1068.3,466.9,0.732877,0.130137,0.732877,0.521918,69,False,5.5,IN_SOUTH-BEND-MICHIANA-RGNL-A,725350,41.707,-86.316,41.69213,-86.21073
Cold & Very Cold,lower density urban,LDU,CBSA,22060,"Faribault-Northfield, MN",49479,17499,1591.1,562.7,0.383562,0.760274,0.410959,0.520891,70,False,4.6,MN_FARIBAULT-MUNI,726563,44.333,-93.317,44.37343,-93.24427
Cold & Very Cold,lower density urban,LDU,CBSA,33500,"Minot, ND",53085,25366,1444.4,690.2,0.424658,0.657534,0.424658,0.506165,71,False,1.3,ND_MINOT-FAA-AP,727676,48.252,-101.269,48.25051,-101.29807
Cold & Very Cold,lower density urban,LDU,CBSA,30860,"Logan, UT-ID",111631,37314,1272.6,425.4,0.520548,0.445205,0.568493,0.503767,72,False,3.4,UT_LOGAN-CACHE-AP,724796,41.787,-111.852,41.74105,-111.82809
Cold & Very Cold,lower density urban,LDU,CBSA,22300,"Findlay, OH",44880,21238,1452.3,687.3,0.410959,0.678082,0.40411,0.503082,73,False,2.6,OH_FINDLAY-AP,725366,41.014,-83.668,41.04704,-83.64332
Cold & Very Cold,lower density urban,LDU,CBSA,38540,"Pocatello, ID",76622,30848,1316.2,529.9,0.465753,0.493151,0.5,0.482192,74,False,6.6,ID_POCATELLO-RGNL-AP,725780,42.92,-112.572,42.88948,-112.44831
Cold & Very Cold,lower density urban,LDU,CBSA,46540,"Utica-Rome, NY",184932,83996,1060.9,481.9,0.684932,0.10274,0.684932,0.481165,75,False,10.7,NY_GRIFFISS-AFB-ROME,725196,43.224,-75.396,43.10469,-75.2601
Cold & Very Cold,lower density urban,LDU,CBSA,28450,"Kenosha, WI",155434,67291,1105.9,478.7,0.650685,0.164384,0.650685,0.48048,76,False,2.2,WI_KENOSHA-RGNL-AP,726505,42.595,-87.938,42.571,-87.91105
Cold & Very Cold,lower density urban,LDU,CBSA,19500,"Decatur, IL",71667,36595,1269.5,648.2,0.513699,0.438356,0.472603,0.47911,77,False,4.5,IL_DECATUR,725316,39.831,-88.872,39.84811,-88.95314
Cold & Very Cold,lower density urban,LDU,CBSA,11540,"Appleton, WI",181142,75836,1061.2,444.3,0.678082,0.109589,0.678082,0.479109,78,False,7.1,WI_APPLETON-OUTAGAMIE,726457,44.267,-88.517,44.27146,-88.373
Cold & Very Cold,lower density urban,LDU,CBSA,12860,"Batavia, NY",20098,10200,1716.3,871.1,0.260274,0.835616,0.232877,0.456164,79,False,24.7,NY_GREATER-ROCHESTER-IAP,725290,43.117,-77.675,42.99597,-78.13569
Cold & Very Cold,lower density urban,LDU,CBSA,13180,"Beaver Dam, WI",41850,18129,1366.0,591.7,0.390411,0.575342,0.390411,0.455137,80,False,2.6,WI_JUNEAU-DODGE-CO,726509,43.426,-88.703,43.44821,-88.74385
Cold & Very Cold,lower density urban,LDU,CBSA,32020,"Marion, OH",44672,18175,1347.6,548.3,0.39726,0.554795,0.39726,0.452397,81,False,3.6,OH_MARION-MUNI-AP,725208,40.616,-83.067,40.584,-83.12134
Cold & Very Cold,lower density urban,LDU,CBSA,46300,"Twin Falls, ID",79389,30534,1237.8,476.1,0.458904,0.40411,0.513699,0.450685,82,False,7.8,ID_JOSLIN-FLD-MAGIC-VA,725866,42.478,-114.477,42.59015,-114.48285
Cold & Very Cold,lower density urban,LDU,CBSA,30900,"Logansport, IN",17928,7645,2210.9,942.8,0.143836,0.972603,0.164384,0.438014,83,False,3.2,IN_LOGANSPORT-CASS-CO,720961,40.711,-86.375,40.75474,-86.3557
Cold & Very Cold,lower density urban,LDU,CBSA,43260,"Sheridan, WY",18709,8884,1857.0,881.8,0.19863,0.883562,0.184932,0.435617,84,False,2.3,WY_SHERIDAN-CO-AP,726660,44.76,-106.974,44.7921,-106.95915
Cold & Very Cold,lower density urban,LDU,CBSA,17660,"Coeur d'Alene, ID",135196,56707,1062.1,445.5,0.59589,0.116438,0.616438,0.432191,85,False,2.7,ID_COEUR-D-ALENE(AWOS),727834,47.767,-116.817,47.73258,-116.84524
Cold & Very Cold,lower density urban,LDU,CBSA,47180,"Vincennes, IN",18712,9310,1726.4,858.9,0.219178,0.842466,0.191781,0.431849,86,False,8.0,IL_LAWRENCEVILLE-VINCEN,725342,38.76,-87.599,38.69304,-87.47771
Cold & Very Cold,lower density urban,LDU,CBSA,24500,"Great Falls, MT",67767,31089,1200.0,550.5,0.472603,0.342466,0.458904,0.424315,87,False,4.4,MT_MALMSTROM-AFB,727755,47.517,-111.183,47.50184,-111.27562
Cold & Very Cold,lower density urban,LDU,CBSA,26820,"Idaho Falls, ID",128121,45468,1074.9,381.5,0.554795,0.143836,0.589041,0.417809,88,False,3.7,ID_IDAHO-FALLS-FANNING-FIELD,725785,43.52,-112.068,43.51485,-111.99394
Cold & Very Cold,lower density urban,LDU,CBSA,23140,"Frankfort, IN",14609,6154,2569.3,1082.3,0.10274,0.993151,0.116438,0.417123,89,False,22.2,IN_INDIANAPOLIS-EXEC-AP,720575,40.031,-86.251,40.28298,-86.51163
Cold & Very Cold,lower density urban,LDU,CBSA,20740,"Eau Claire, WI",103927,45912,1066.5,471.1,0.575342,0.123288,0.547945,0.411644,90,False,2.4,WI_EAU-CLAIRE-CO-AP,726435,44.867,-91.488,44.83808,-91.45941
Cold & Very Cold,lower density urban,LDU,CBSA,42980,"Seymour, IN",19885,8397,1665.1,703.1,0.171233,0.815068,0.219178,0.406164,91,False,21.5,IN_COLUMBUS-BAKALAR,724363,39.267,-85.9,38.95666,-85.8855
Cold & Very Cold,lower density urban,LDU,CBSA,33540,"Missoula, MT",90408,41989,1077.7,500.5,0.541096,0.150685,0.534247,0.403082,92,False,5.2,MT_MISSOULA-IAP,727730,46.921,-114.094,46.85985,-114.02852
Cold & Very Cold,lower density urban,LDU,CBSA,16260,"Cedar City, UT",28119,9671,1433.5,493.0,0.232877,0.643836,0.335616,0.39726,93,False,1.4,UT_CEDAR-CITY-MUNI-AP,724755,37.707,-113.097,37.70117,-113.07247
Cold & Very Cold,lower density urban,LDU,CBSA,21540,"Escanaba, MI",16812,8641,1655.2,850.7,0.184932,0.794521,0.143836,0.390069,94,False,2.7,MI_DELTA-CO,726480,45.733,-87.083,45.76872,-87.06128
Cold & Very Cold,lower density urban,LDU,CBSA,23340,"Fremont, NE",25017,10765,1378.9,593.3,0.280822,0.589041,0.273973,0.387329,95,False,1.8,NE_FREMONT-MUNI-AP,725564,41.449,-96.52,41.43627,-96.49045
Cold & Very Cold,lower density urban,LDU,CBSA,47940,"Waterloo-Cedar Falls, IA",119907,54131,1001.1,452.0,0.589041,0.006849,0.582192,0.383904,96,False,2.5,IA_WATERLOO-MUNI-AP,725480,42.554,-92.401,42.5203,-92.38467
Cold & Very Cold,lower density urban,LDU,CBSA,23380,"Fremont, OH",32276,15057,1264.0,589.7,0.363014,0.424658,0.356164,0.383219,97,False,27.2,OH_METCALF-FIELD,724287,41.563,-83.477,41.32659,-83.05797
Cold & Very Cold,lower density urban,LDU,CBSA,20220,"Dubuque, IA",73246,33223,1126.6,511.0,0.493151,0.178082,0.486301,0.381507,98,False,7.4,IA_DUBUQUE-RGNL-AP,725470,42.398,-90.709,42.50403,-90.72619
Cold & Very Cold,lower density urban,LDU,CBSA,43380,"Sidney, OH",18599,8530,1563.3,717.0,0.178082,0.753425,0.178082,0.379452,99,False,18.9,OH_BELLEFONTAINE-RGNL-A,720944,40.367,-83.817,40.29527,-84.1635
Cold & Very Cold,lower density urban,LDU,CBSA,16220,"Casper, WY",68994,32257,1138.1,532.1,0.486301,0.191781,0.465753,0.379109,100,False,8.5,WY_CASPER-NATRONA-CO-IAP,725690,42.898,-106.474,42.83226,-106.33233
Cold & Very Cold,lower density urban,LDU,CBSA,35580,"New Ulm, MN",11174,4927,2102.4,927.0,0.054795,0.958904,0.054795,0.371233,101,False,2.2,MN_NEW-ULM-MUNI(AWOS),726567,44.319,-94.502,44.30629,-94.4609
Cold & Very Cold,lower density urban,LDU,CBSA,21300,"Elmira, NY",58725,28286,1154.4,556.0,0.438356,0.239726,0.445205,0.370205,102,False,4.7,NY_ELMIRA-CORNING-RGNL-AP,725156,42.157,-76.903,42.11511,-76.83028
Cold & Very Cold,lower density urban,LDU,CBSA,44580,"Sterling, IL",28226,14151,1251.5,627.5,0.342466,0.417808,0.342466,0.368836,103,False,5.3,IL_STERLING-ROCKFALLS,725326,41.743,-89.676,41.79534,-89.75021
